Date of Final Decision,Submission Number ,Device,Company,Panel (lead),Primary Product Code,product_code,medical_specialty_description,device_class,device_name,definition
2023-04-06,K223458,"Ingenia, Ingenia CX, Ingenia Elition, Ingenia Ambition, MR 5300 and MR 7700 MR Systems",Philips Medical Systems Nederland B.V.,Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2023-04-06,K223774,Contour ProtégéAI,MIM Software Inc.,Radiology,QKB,QKB,Radiology,2,Radiological Image Processing Software For Radiation Therapy,"To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices, the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code."
2023-04-06,K222360,AI-Rad Companion (Cardiovascular),Siemens Medical Solutions U.S.A.,Radiology,JAK,JAK,Radiology,2,"System, X-Ray, Tomography, Computed",
2023-04-05,K223630,"Reveal LINQ Insertable Cardiac Monitor, LINQ II Insertable Cardiac Monitor, AccuRhythm AI ECG Classification System","Medtronic, Inc.",Cardiovascular,MXD,MXD,Cardiovascular,2,"Recorder, Event, Implantable Cardiac, (With Arrhythmia Detection)",
2023-04-03,K223240,Annalise Enterprise CTB Triage Trauma,Annalise-AI Pty Ltd,Radiology,QAS,QAS,Radiology,2,Radiological Computer-Assisted Triage And Notification Software,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
2023-03-31,K220068,Butterfly iQ/iQ+ Ultrasound System,"Butterfly Network, Inc.",Radiology,IYO,IYO,Radiology,2,"System, Imaging, Pulsed Echo, Ultrasonic",
2023-03-31,K213272,Formus Hip,"Formus Labs, Ltd",Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2023-03-31,DEN200011,Masimo SafetyNet,Masimo Corporation,Anesthesiology,QVT,QVT,Anesthesiology,2,Monitor For Opioid Induced Impairment Of Oxygenation,A monitor for opioid induced impairment of oxygenation is a device that uses sensor hardware and  software algorithms to detect desaturations of arterial oxygen saturation resulting from opioid overdose
2023-03-29,K222312,RayStation 12A,RaySearch Laboratories AB (publ),Radiology,MUJ,MUJ,Radiology,2,"System, Planning, Radiation Therapy Treatment",
2023-03-28,K221921,DTX Studio Clinic 3.0,Nobel Biocare AB,Radiology,MYN,MYN,Radiology,2,"Analyzer, Medical Image","For information on the MYN device, please see:  https://www.federalregister.gov/documents/2020/01/22/2020-00494/radiology-devices-reclassification-of-medical-image-analyzers"
2023-03-28,K222268,Annalise Enterprise CXR Triage Trauma,Annalise-AI Pty Ltd,Radiology,QFM,QFM,Radiology,2,Radiological Computer-Assisted Prioritization Software For Lesions,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
2023-03-28,K222174,RadioLens v1.0,Synapsica,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2023-03-28,K222179,Annalise Enterprise CXR Triage Trauma,Annalise-AI Pty Ltd,Radiology,QFM,QFM,Radiology,2,Radiological Computer-Assisted Prioritization Software For Lesions,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
2023-03-28,K223343,MAGNETOM Amira; MAGNETOM Sempra,Siemens Medical Solutions USA Inc.,Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2023-03-27,K222746,Overjet Caries Assist,"Overjet, Inc.",Radiology,MYN,MYN,Radiology,2,"Analyzer, Medical Image","For information on the MYN device, please see:  https://www.federalregister.gov/documents/2020/01/22/2020-00494/radiology-devices-reclassification-of-medical-image-analyzers"
2023-03-22,K222036,MPXA-2000,"Medipixel, Inc.",Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2023-03-21,K223490,FlightPlan for Embolization,GE Medical Systems SCS,Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2023-03-17,K221772,NeuroRPM,New Touch Digital Inc.,Neurology,GYD,GYD,Neurology,2,"Transducer, Tremor",
2023-03-17,K223073,Alio,"Alio, Inc.",Cardiovascular,DRG,DRG,Cardiovascular,2,"Transmitters And Receivers, Physiological Signal, Radiofrequency",
2023-03-17,K223443,Viz AAA,"Viz. ai, Inc.",Radiology,QFM,QFM,Radiology,2,Radiological Computer-Assisted Prioritization Software For Lesions,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
2023-03-10,K223325,uMI Panorama,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,KPS,KPS,Radiology,2,"System, Tomography, Computed, Emission",
2023-03-09,K223514,Spectral Bone Marrow,"GE Medical Systems, LLC",Radiology,JAK,JAK,Radiology,2,"System, X-Ray, Tomography, Computed",
2023-03-09,K221706,AccuContour,"Manteia Technologies Co., Ltd.",Radiology,QKB,QKB,Radiology,2,Radiological Image Processing Software For Radiation Therapy,"To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices, the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code."
2023-03-07,K223726,Aquilion Precision (TSX-304A/4) V10.14 with AiCE,Canon Medical Systems Corporation,Radiology,JAK,JAK,Radiology,2,"System, X-Ray, Tomography, Computed",
2023-03-03,K222819,Aquilion Serve (TSX-307A/1) V1.2 with AiCE-i,Canon Medical Systems Corporation,Radiology,JAK,JAK,Radiology,2,"System, X-Ray, Tomography, Computed",
2023-03-02,K222176,BoneView,Gleamer,Radiology,QBS,QBS,Radiology,2,Radiological Computer Assisted Detection/Diagnosis Software For Fracture,"A radiological computer assisted detection and diagnostic software for suspected fracture is an image processing device intended to aid in the detection, localization, and/or characterization of fracture on acquired medical images (e.g. radiography, MR, CT). The device detects, identifies and/or characterizes fracture based on features or information extracted from images, and may provide information about the presence, location, and/or characteristics of the fracture to the user. Primary diagnostic and patient management decisions are made by the clinical user."
2023-03-02,K222884,Rapid NCCT Stroke,"iSchemaView, Inc.",Radiology,QAS,QAS,Radiology,2,Radiological Computer-Assisted Triage And Notification Software,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
2023-03-01,K221680,Xeleris V Processing and Review System,GE Healthcare,Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2023-02-24,DEN220063,Caption Interpretation Automated Ejection Fraction Software,"Caption Health, Inc",Radiology,QVD,QVD,Radiology,2,Radiological Machine Learning Based Quantitative Imaging Software With Change Control Plan,"A radiological machine learning quantitative imaging software with predetermined change control plan is a software-only device which employs machine learning algorithms on radiological images to provide quantitative imaging outputs. The device includes  functions to support outputs such as view selection, segmentation and landmarking. The design specifications include planned modifications that may be made to the device consistent with an established predetermined change control plan."
2023-02-24,K221592,AVIEW Lung Nodule CAD,"Coreline Soft Co.,Ltd.",Radiology,OEB,OEB,Radiology,2,"Lung Computed Tomography System, Computer-Aided Detection","To assist radiologists in the review of multi-slice computed tomography (msct) exams of the chest and highlight potential nodules that the radiologist should review.  A computer aided diagnosis, lung computed tomography system is a class 3 device under product code NRR."
2023-02-23,K222579,Belun Sleep System BLS-100,Belun Technology Company Limited,Anesthesiology,MNR,MNR,Anesthesiology,2,Ventilatory Effort Recorder,
2023-02-23,K221564,Brainomix 360 e-ASPECTS,Brainomix Limited,Radiology,POK,POK,Radiology,2,Computer-Assisted Diagnostic Software For Lesions Suspicious For Cancer,Assist users in characterizing lesions identified on acquired medical images
2023-02-22,K230197,BoneMRI v1.6,MRIguidance B.V.,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2023-02-22,K230208,Swoop® Portable MR Imaging System,"Hyperfine, Inc.",Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2023-02-17,DEN210022,PMD-200,Medasense Biometrics Ltd.,Anesthesiology,QVE,QVE,Anesthesiology,2,Adjunctive Pain Measurement Device For Anesthesiology,An adjunctive pain measurement device for anesthesiology is a prescription device that includes software algorithms to analyze physiological sensor data and measure response to painful stimuli in patients under general anesthesia. The device may be software-only or it may include hardware such as physiological sensors. This device type is intended for adjunctive use to tailor analgesic administration to a patients actual response to painful stimuli and is not intended to independently direct decision-making.
2023-02-16,K223028,uCT ATLAS Astound with uWS-CT-Dual Energy Analysis,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,JAK,JAK,Radiology,2,"System, X-Ray, Tomography, Computed",
2023-02-16,K222755,uMR 680,"Shanghai United Imaging Intelligence Co., Ltd.",Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2023-02-15,K222389,ZEUS System,"iRhythm Technologies, Inc.",Cardiovascular,DQK,DQK,Cardiovascular,2,"Computer, Diagnostic, Programmable",
2023-02-13,K223387,"V8 Diagnostic Ultrasound System, V7 Diagnostic Ultrasound System","Samsung Medison Co., Ltd.",Radiology,IYN,IYN,Radiology,2,"System, Imaging, Pulsed Doppler, Ultrasonic",
2023-02-13,K223439,SIGNA Victor,GE Healthcare (Tianjin) Company Limited,Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2023-02-06,K223296,Videa Perio Assist,"VideaHealth, Inc.",Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2023-02-02,K222803,Oncospace,"Oncospace, Inc.",Radiology,MUJ,MUJ,Radiology,2,"System, Planning, Radiation Therapy Treatment",
2023-02-01,K230020,BriefCase,"Aidoc Medical, Ltd.",Radiology,QFM,QFM,Radiology,2,Radiological Computer-Assisted Prioritization Software For Lesions,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
2023-02-01,K223396,Rapid RV/LV,iSchema View Inc.,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2023-02-01,K222970,LVivo IQS,DiA Imaging Analysis Ltd,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2023-01-27,K221868,QOCA image Smart CXR Image Processing System,Quanta Computer Inc.,Radiology,QFM,QFM,Radiology,2,Radiological Computer-Assisted Prioritization Software For Lesions,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
2023-01-23,K222406,Clarius AI,Clarius Mobile Health Corp.,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2023-01-21,K223516,VX1+,Volta Medical,Cardiovascular,DQK,DQK,Cardiovascular,2,"Computer, Diagnostic, Programmable",
2023-01-18,K222593,TruPlan Computed Tomography (CT) Imaging Software,"Circle Cardiovascular Imaging, Inc.",Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2023-01-13,K223502,MR Diffusion Perfusion Mismatch V1.0,Olea Medical,Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2023-01-12,K222458,AIBOLIT 3D+,"Aibolit Technologies, LLC",Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2023-01-11,K223738,Alpha Control Liner System (ACLS),Coapt,Neurology,GXY,GXY,Neurology,2,"Electrode, Cutaneous",
2022-12-23,K223442,MR 5300 and MR 7700 R11 MR Systems,Philips Medical Systems Nederlands B.V.,Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2022-12-23,K214036,AVIEW,"Coreline Soft Co.,Ltd.",Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2022-12-22,K223311,Philips CT 3500,"Philips Healthcare (Suzhou) Co., Ltd",Radiology,JAK,JAK,Radiology,2,"System, X-Ray, Tomography, Computed",
2022-12-16,K222275,Saige-Density,"DeepHealth, Inc.",Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2022-12-16,K223268,BrainInsight,"Hyperfine, Inc.",Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2022-12-16,K220928,Overjet Calculus Assist,Overjet Inc.,Radiology,MYN,MYN,Radiology,2,"Analyzer, Medical Image","For information on the MYN device, please see:  https://www.federalregister.gov/documents/2020/01/22/2020-00494/radiology-devices-reclassification-of-medical-image-analyzers"
2022-12-06,K223247,Swoop Portable MR Imaging System,"Hyperfine, Inc.",Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2022-12-05,K222692,BriefCase,"Aidoc Medical, Ltd.",Radiology,QFM,QFM,Radiology,2,Radiological Computer-Assisted Prioritization Software For Lesions,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
2022-12-01,K220786,STAR Apollo Mapping System,"Rhythm Al, Ltd",Cardiovascular,DQK,DQK,Cardiovascular,2,"Computer, Diagnostic, Programmable",
2022-11-22,K221716,CINA,AVICENNA.AI,Radiology,QAS,QAS,Radiology,2,Radiological Computer-Assisted Triage And Notification Software,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
2022-11-22,K221624,Avenda Health AI Prostate Cancer Planning Software,"Avenda Health, Inc.",Radiology,POK,POK,Radiology,2,Computer-Assisted Diagnostic Software For Lesions Suspicious For Cancer,Assist users in characterizing lesions identified on acquired medical images
2022-11-21,K223032,SIS System (Version 5.6.0),"Surgical Information Sciences, Inc.",Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2022-11-18,K221330,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,QAS,Radiology,2,Radiological Computer-Assisted Triage And Notification Software,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
2022-11-16,K221762,BoneMRI v1.4,MRlguidance B.V.,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2022-11-14,K222428,Syngo Dynamics (Version VA40F),"Siemens Medical Solutions USA, Inc.",Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2022-11-10,K221183,AEYE-DS,"AEYE Health, Inc.",Ophthalmic,PIB,PIB,Ophthalmic,2,Diabetic Retinopathy Detection Device,A retinal diagnostic software device is a prescription software device that incorporates an adaptive algorithm to evaluate ophthalmic images for diagnostic screening to identify retinal diseases or conditions.
2022-11-10,K220408,AVIEW RT ACS,"Coreline Soft Co.,Ltd",Radiology,QKB,QKB,Radiology,2,Radiological Image Processing Software For Radiation Therapy,"To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices, the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code."
2022-11-08,K221552,EFAI ChestSuite XR Pneumothorax Assessment System,"Ever Fortune AI Co., Ltd.",Radiology,QFM,QFM,Radiology,2,Radiological Computer-Assisted Prioritization Software For Lesions,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
2022-10-27,K220332,uMR Omega with uWS-MR-MRS,"Shanghai United Imaging Healthcare Co.,Ltd.",Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2022-10-25,K222070,EndoNaut,Therenva SAS,Radiology,OWB,OWB,Radiology,2,Interventional Fluoroscopic X-Ray System,Interventional fluoroscopy
2022-10-21,K223042,Viz LVO ContaCT,"Viz.ai, Inc.",Radiology,QAS,QAS,Radiology,2,Radiological Computer-Assisted Triage And Notification Software,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
2022-10-20,K222361,AI-Rad Companion (Musculoskeletal),"Siemens Medical Solutions USA, Inc.",Radiology,JAK,JAK,Radiology,2,"System, X-Ray, Tomography, Computed",
2022-10-18,K221632,Spine CAMP,"Medical Metrics, Inc.",Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2022-10-14,K221305,AI-Rad Companion Organs RT,"Siemens Medical Solutions USA, Inc",Radiology,QKB,QKB,Radiology,2,Radiological Image Processing Software For Radiation Therapy,"To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices, the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code."
2022-10-14,K213857,HeartFlow Analysis,"HeartFlow, Inc.",Cardiovascular,PJA,PJA,Cardiovascular,2,Coronary Vascular Physiologic Simulation Software,A coronary vascular physiologic simulation software device is intended to aid in the identification of functionally significant cardiovascular disease.
2022-10-07,K220709,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,QAS,Radiology,2,Radiological Computer-Assisted Triage And Notification Software,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
2022-10-06,K221449,Genius AI Detection 2.0,"Hologic, Inc.",Radiology,QDQ,QDQ,Radiology,2,Radiological Computer Assisted Detection/Diagnosis Software For Lesions Suspicious For Cancer,"A radiological computer assisted detection and diagnostic software for suspected lesions is an image processing device intended to aid in the detection, localization, and characterization of lesions suspicious for cancer on acquired medical images (e.g., mammography , MR, CT, ultrasound, radiography). The device detects, identifies and characterizes lesions suspicious for cancer based on features or information extracted from the images, and may provide information about the presence, location, and characteristics of the lesion to the user. Primary diagnostic and patient management decisions are made by the clinical user."
2022-10-05,K221892,VISIONAIR,PacificMD Biotech Llc,Anesthesiology,BXQ,BXQ,Anesthesiology,2,Rhinoanemometer (Measurement Of Nasal Decongestion),
2022-09-30,K211611,QIR Suite,CASIS Cardiac Simulation & Imaging Software,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2022-09-29,K220080,CogNet QmTRIAGE,"MedCognetics, Inc.",Radiology,QFM,QFM,Radiology,2,Radiological Computer-Assisted Prioritization Software For Lesions,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
2022-09-28,K222329,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,QAS,Radiology,2,Radiological Computer-Assisted Triage And Notification Software,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
2022-09-27,K221738,NS-HGlio,Neosoma Inc.,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2022-09-21,K221179,SomnoMetry,Neumetry Medical Inc,Neurology,OLZ,OLZ,Neurology,2,Automatic Event Detection Software For Polysomnograph With Electroencephalograph,"Automatically mark electroencephalograph and polysomongraph signals in order to aid in identification of such events and annotation of prolonged PSG traces; Automatically calculate simple measures obtained from recorded signals (e.G. Magnitude, time, frequency and simple statistical measures of marked events); All output subject to verification by qualified user"
2022-09-20,K213353,Aorta-CAD,"Imagen Technologies, Inc",Radiology,MYN,MYN,Radiology,2,"Analyzer, Medical Image","For information on the MYN device, please see:  https://www.federalregister.gov/documents/2020/01/22/2020-00494/radiology-devices-reclassification-of-medical-image-analyzers"
2022-09-13,K221733,"MAGNETOM Sola, MAGNETOM Altea, MAGNETOM Sola Fit","Siemens Medical Solutions USA, Inc.",Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2022-09-12,K221456,Rapid ICH,iSchemaView Inc.,Radiology,QAS,QAS,Radiology,2,Radiological Computer-Assisted Triage And Notification Software,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
2022-09-12,K220986,Aquilion Precision (TSX-304A/4) V10.10 with AiCE,Canon Medical Systems Corporation,Radiology,JAK,JAK,Radiology,2,"System, X-Ray, Tomography, Computed",
2022-09-08,K222076,EFAI ChestSuite XR Pleural Effusion Assessment System,"Ever Fortune.AI Co., Ltd.",Radiology,QFM,QFM,Radiology,2,Radiological Computer-Assisted Prioritization Software For Lesions,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
2022-09-07,K220783,syngo.via RT Image Suite,Siemens Medical Solutions USA Inc.,Radiology,MUJ,MUJ,Radiology,2,"System, Planning, Radiation Therapy Treatment",
2022-09-06,K213960,LiverMultiScan v5 (LMSv5),Perspectum,Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2022-09-01,K221241,DrAid for Radiology v1,VinBrain Joint Stock Company,Radiology,QFM,QFM,Radiology,2,Radiological Computer-Assisted Prioritization Software For Lesions,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
